T..Majority.protein.IDs	DomA_c_1_mean	DomA_c_2_mean	DomA_c_3_mean	DomB_c_1_mean	DomB_c_2_mean	DomB_c_3_mean	CTRL_c_1_mean	CTRL_c_2_mean	CTRL_c_3_mean
Q9V3D0	26.74683333	26.79056667	27.13473333	27.02546667	27.00946667	27.12623333	27.02306667	27.28086667	27.38433333
Q9V3D2	25.15096667	26.00443333	25.6574	25.15423333	24.9695	27.3479	26.2002	27.00176667	25.2415
Q9V3D6	28.88596667	28.6881	28.87816667	28.49156667	29.00016667	28.78386667	29.15203333	29.33823333	29.40953333
Q9V3D9	25.7261	24.1224	24.9292	25.36886667	25.90683333	25.45753333	25.71556667	25.86486667	26.05033333
Q9V3E3	25.63213333	25.4165	26.40883333	25.78796667	26.29463333	26.08996667	26.24336667	26.23926667	26.64576667
Q9V3E7	26.453	26.92336667	26.667	26.89693333	26.73653333	26.16513333	27.47713333	26.63206667	26.34936667
Q9V3E9	24.01386667	24.69303333	24.69493333	24.25163333	24.6638	25.76806667	25.32866667	25.3612	25.0602
Q9V3F2	27.58153333	27.87436667	26.8934	27.71873333	26.98123333	28.40456667	28.27083333	29.12866667	29.135
Q9V3F3	29.1945	28.5805	29.47363333	29.1108	29.30333333	29.2214	28.6037	29.1728	29.44316667
Q9V3F9	25.35736667	23.7848	24.3815	24.25916667	23.4088	24.33736667	24.27916667	24.64376667	24.13646667
Q9V3G1	33.01026667	32.57313333	33.88336667	32.75726667	33.36986667	33.11216667	32.7965	33.39236667	33.60436667
Q9V3G3	25.68656667	26.3834	25.17733333	26.3104	25.54636667	25.76753333	26.4131	25.72026667	25.00176667
Q9V3G7	28.50883333	27.7709	28.17436667	23.40166667	23.6714	29.09283333	28.50483333	29.09243333	28.01256667
Q9V3H2	25.1007	24.03026667	24.19293333	24.35866667	24.0145	25.31343333	24.60113333	24.9315	24.40603333
Q9V3H7	24.02603333	24.0887	24.26843333	23.1995	23.6395	23.8893	26.98753333	24.37226667	23.92373333
Q9V3H8	27.0449	26.62476667	26.78046667	26.56433333	26.4186	26.86516667	26.75313333	27.267	27.38753333
Q9V3H9	29.14176667	28.90153333	29.584	29.1055	29.10386667	29.117	28.60333333	28.8169	29.1129
Q9V3I2	30.2427	30.3733	30.6363	30.13016667	29.88993333	30.5989	30.15746667	30.09583333	29.68536667
Q9V3I5	28.99583333	27.7582	28.99963333	28.43913333	28.99746667	29.0597	28.78036667	29.21413333	29.00753333
Q9V3J1	26.08853333	25.95023333	26.52853333	25.8855	26.5799	26.79633333	26.1427	26.93346667	26.82786667
Q9V3J4	29.83826667	29.64233333	29.73836667	29.89906667	30.00273333	29.85516667	29.7048	29.8511	29.6911
Q9V3J8	31.36816667	31.56223333	30.6086	31.6043	30.59206667	30.83106667	30.83923333	30.72196667	30.9277
Q9V3K3	31.7961	32.43033333	31.59883333	35.08693333	34.6	33.4198	30.76543333	30.68123333	30.90016667
Q9V3K9	28.9479	29.07266667	28.6247	28.93793333	28.94326667	29.3742	28.51963333	29.7247	29.60576667
Q9V3L6	25.95153333	25.79836667	25.90693333	26.044	26.1865	25.95586667	26.29883333	26.0498	26.25073333
Q9V3L7	23.3142	23.87083333	23.78003333	23.82516667	24.67023333	23.5835	25.3441	23.78463333	24.94763333
Q9V3N6	26.2974	25.4072	26.59766667	25.57116667	26.72813333	26.12776667	26.40246667	26.10066667	26.1087
Q9V3P0	28.04466667	27.49753333	29.05936667	27.10423333	29.44873333	27.49276667	27.39663333	27.79486667	27.42126667
Q9V3P2	28.48763333	27.35063333	28.2695	27.51666667	28.8243	28.436	28.51326667	28.51166667	28.29936667
Q9V3Q4	24.78823333	23.27053333	25.52006667	23.9348	26.8829	24.76016667	23.64106667	24.29633333	24.32933333
Q9V3R8	29.50773333	29.51276667	29.33936667	29.54873333	29.46013333	29.11813333	28.86423333	29.46336667	29.37063333
Q9V3S7	25.1836	25.35196667	25.10646667	25.12966667	25.08946667	25.1395	24.98726667	24.72653333	24.5316
Q9V3T2	29.34093333	29.50443333	30.30876667	29.08186667	30.3818	29.16543333	28.89453333	29.3552	29.1086
Q9V3T8	29.59193333	30.04536667	30.4314	29.81836667	30.32713333	29.72886667	30.3066	30.20026667	30.25413333
Q9V3U2	30.69736667	29.8877	31.58433333	30.33853333	30.818	30.91413333	30.38353333	30.91843333	30.9009
Q9V3U6	28.83543333	27.41203333	29.48216667	27.0606	30.52616667	27.97223333	27.94446667	26.696	25.82723333
Q9V3V0	31.21986667	31.9341	31.66163333	31.96916667	32.3001	31.65026667	32.06133333	32.02846667	32.42093333
Q9V3V3	24.69553333	26.70766667	25.72543333	26.73756667	27.1564	27.36783333	27.63316667	27.19756667	26.88346667
Q9V3V6	26.9095	26.29256667	26.77026667	26.075	26.6527	27.0724	26.7703	26.86676667	26.31813333
Q9V3V7	24.31233333	26.04896667	24.33196667	25.9654	23.7502	23.79076667	24.33856667	23.64783333	24.13593333
Q9V3W0	24.06963333	26.5123	26.95673333	24.89826667	24.88023333	24.36496667	25.46576667	25.2919	27.01586667
Q9V3W1	24.04953333	23.7798	23.92966667	23.64606667	23.51476667	24.1242	24.19356667	24.43683333	24.86643333
Q9V3W2	25.4132	25.0898	26.0465	24.45066667	24.7221	24.34293333	25.51993333	23.75246667	24.02873333
Q9V3W7	31.89783333	32.18213333	32.5917	32.2694	32.18813333	31.22836667	32.0987	32.02213333	32.7023
Q9V3W9	23.91343333	23.80326667	23.70136667	23.32763333	23.6603	24.069	24.4107	23.51303333	23.69803333
Q9V3Y4	24.26046667	23.77043333	24.2245	23.25343333	23.42663333	24.0325	26.14096667	24.6138	25.50113333
Q9V3Y5	34.51696667	34.6653	34.4701	34.60253333	34.93516667	34.28226667	34.76996667	34.8164	34.62253333
Q9V3Y8	26.2585	25.72966667	26.19146667	25.35316667	25.981	26.08293333	26.0904	26.20413333	26.35536667
Q9V3Z4	25.5361	25.0322	25.1369	24.75293333	25.04403333	25.84523333	25.5131	25.78116667	25.16836667
Q9V3Z6	29.47246667	29.56723333	29.65153333	28.42673333	30.5348	29.5992	28.93516667	28.51416667	30.06893333
Q9V400	25.09143333	25.1334	25.07866667	24.08333333	25.19123333	25.92126667	25.28716667	24.9891	24.3931
Q9V405	27.46613333	27.0782	27.40573333	26.5913	27.2646	27.7124	27.44896667	27.6544	27.17066667
Q9V406	29.85763333	30.13683333	28.69646667	29.9256	28.09733333	29.682	29.6618	29.77773333	29.4781
Q9V411	30.87283333	30.72166667	32.0127	31.00036667	30.89856667	31.0686	31.03883333	31.6638	32.00596667
Q9V412	31.07256667	31.61153333	31.3907	31.37993333	31.7394	30.8147	31.32533333	31.41513333	31.52606667
Q9V414	26.5982	27.84963333	26.95296667	27.887	27.5293	27.88746667	27.72566667	27.49013333	26.8741
Q9V420	25.6011	25.8142	25.55206667	25.73633333	25.0507	25.46523333	25.47993333	24.79783333	24.70643333
Q9V422	28.1564	27.51753333	27.7797	26.77703333	24.06173333	28.4241	28.11443333	26.89373333	25.7712
Q9V426	26.03173333	25.9655	26.3211	25.8589	26.7245	25.732	26.0118	24.5916	24.78566667
Q9V431	27.8461	28.14366667	27.80123333	28.516	27.94723333	28.22356667	28.20403333	28.03083333	27.68556667
Q9V433	27.1674	27.1666	27.33353333	27.54183333	26.93346667	26.98623333	26.75603333	26.96713333	27.2127
Q9V434	27.88673333	27.47623333	27.65386667	26.85736667	27.7824	28.11793333	27.78656667	27.70993333	26.68116667
Q9V435	25.7014	25.9946	24.7469	25.9305	25.7947	25.92733333	25.73963333	25.6658	24.616
Q9V438	27.04113333	26.4642	26.50186667	26.3816	26.91046667	26.45116667	26.18176667	26.643	26.32283333
Q9V439	25.53056667	25.83016667	25.31356667	25.43453333	25.14856667	25.06333333	25.15136667	25.93823333	25.04796667
Q9V447	29.8217	29.1499	29.41866667	29.31413333	29.13233333	29.9875	28.96803333	30.05893333	29.33666667
Q9V455	29.95776667	30.1504	30.09666667	30.00936667	30.2773	30.06473333	30.01106667	30.15063333	30.1298
Q9V457	25.74803333	25.51236667	24.20233333	25.94303333	25.07753333	25.12176667	25.6217	26.2458	26.0677
Q9V460	30.30603333	30.216	29.98143333	30.3173	30.15656667	30.4836	30.4331	30.61283333	30.40036667
Q9V461	29.31396667	29.5277	29.42856667	29.9491	29.39553333	29.58	29.94486667	30.00206667	29.76953333
Q9V463	32.87456667	32.8943	32.91566667	33.0197	33.01096667	32.86676667	32.97666667	33.24833333	33.14636667
Q9V466	31.28783333	31.33496667	31.15863333	31.40753333	30.98836667	31.28746667	31.3234	31.58636667	31.4334
Q9V468	29.86256667	30.14783333	29.63176667	29.78406667	30.34156667	30.6362	30.36426667	30.70796667	30.75296667
Q9V470	29.89193333	29.76693333	30.1031	26.1349	30.00523333	29.23733333	29.78403333	30.093	29.65216667
Q9V474	29.07606667	29.6065	28.35826667	29.29503333	27.99746667	28.48716667	28.76213333	28.88616667	28.78893333
Q9V491	31.62143333	30.7128	31.41566667	30.45996667	30.15133333	31.8737	31.13793333	30.55146667	29.69786667
Q9V492	26.38933333	25.48696667	25.53366667	26.301	26.88146667	26.51063333	23.9093	25.71583333	25.8374
Q9V493	28.64993333	28.5447	28.63273333	28.40853333	28.22196667	28.33776667	28.76276667	29.28096667	29.2118
Q9V498	25.5853	24.23333333	24.77703333	23.92066667	23.70556667	25.37656667	24.72053333	24.28163333	24.0486
Q9V4A7	28.92656667	28.63273333	28.61316667	28.2526	27.1551	29.5087	28.60976667	27.3741	25.99583333
Q9V4B6	29.3461	29.0053	28.9312	28.63126667	28.11556667	29.33046667	29.19456667	28.9284	28.71406667
Q9V4B8	23.88283333	23.79933333	23.94313333	23.36633333	23.8587	24.04713333	27.8807	25.6244	24.42423333
Q9V4C6	27.13876667	27.13613333	27.9111	27.0282	27.4704	27.48976667	27.08026667	27.67876667	27.57826667
Q9V4C8	33.92476667	34.08186667	33.3365	36.5819	35.71876667	35.36193333	32.91523333	33.22156667	33.10596667
Q9V4D4	28.954	28.6758	28.89043333	28.42193333	28.4492	28.48753333	28.2092	28.80456667	28.96156667
Q9V4D8	29.63583333	29.7645	28.38913333	29.94356667	28.73426667	28.98886667	29.1476	28.5745	28.9403
Q9V4E0	26.75493333	26.45463333	26.58696667	26.5767	26.72206667	26.3967	26.8936	27.10026667	26.93976667
Q9V4E5	29.0436	28.37623333	27.8587	27.74863333	24.4829	29.19366667	28.43413333	27.3242	26.28296667
Q9V4F9	30.04103333	29.61846667	29.17366667	29.4601	29.2985	29.53326667	29.45123333	29.89513333	29.729
Q9V4P1	28.77826667	28.75043333	28.26363333	28.211	28.50536667	28.34583333	29.28396667	28.45226667	28.14223333
Q9V4Q8	26.58903333	27.4074	24.09006667	26.89033333	25.49483333	26.54516667	27.04863333	26.8243	26.78096667
Q9V4W1	28.0909	27.94376667	26.72953333	27.9918	27.2626	27.78073333	27.7375	28.26546667	28.15253333
Q9V535	27.52076667	27.50536667	27.28093333	27.5164	27.6588	27.0703	27.6296	27.6681	27.6148
Q9V595	24.02246667	24.40516667	23.7608	23.2127	23.59486667	24.28993333	23.94836667	23.45303333	23.50016667
Q9V597	32.55096667	32.55623333	32.91243333	32.40903333	32.65066667	32.45606667	32.25773333	32.6235	32.93543333
Q9V5E1	24.89066667	24.12643333	24.59176667	24.05183333	23.38923333	25.36213333	24.70466667	23.61533333	24.30896667
Q9V5P6	30.81276667	29.72543333	31.29206667	30.4034	30.70203333	30.76776667	30.2627	30.85093333	30.78646667
Q9V5Q4	26.4855	27.65533333	26.39136667	27.3375	26.0126	25.86976667	27.0962	26.05153333	25.90176667
Q9V6B9	26.88206667	25.07653333	26.70363333	25.29716667	26.47336667	26.877	27.1809	27.17996667	26.1822
Q9V6U9	28.33853333	27.61136667	28.10646667	27.3982	28.02973333	27.7223	28.3963	28.82923333	28.5861
Q9V6X7	24.26473333	23.8503	23.82256667	23.713	23.892	24.80463333	24.24676667	24.12173333	23.96573333
Q9V6Y3	23.9978	24.50923333	24.24623333	24.8088	24.28263333	24.6773	24.00553333	24.32746667	23.83516667
Q9V719	25.5914	25.84556667	25.8001	25.9758	25.97423333	25.0467	24.83763333	24.43753333	25.21926667
Q9V726	27.89536667	28.0702	27.54466667	27.8405	27.85646667	27.65766667	28.16553333	28.17946667	28.2338
Q9V770	27.04903333	25.81286667	25.54283333	25.27786667	26.28073333	26.09926667	25.0848	27.75663333	27.3233
Q9V773	29.55586667	27.9484	28.6773	27.9114	29.6161	28.6335	28.24753333	29.19976667	28.8103
Q9V780	25.189	24.76443333	24.87923333	24.65416667	25.31603333	24.98726667	25.1282	24.89596667	24.64256667
Q9V784	28.0643	27.68893333	28.12016667	27.652	28.1787	27.82763333	27.91776667	28.1688	28.44333333
Q9V7H4	27.82203333	27.87583333	28.0745	27.9468	28.14113333	27.933	27.72526667	27.8033	27.96146667
Q9V7P1	29.14323333	28.7042	29.07826667	28.994	28.97873333	29.07123333	29.0793	29.36806667	29.7
Q9V7S5	28.29326667	23.90723333	23.64936667	29.79176667	27.8352	24.03086667	23.82263333	26.17006667	23.92306667
Q9V7Y2	30.1864	29.45176667	29.48213333	29.41743333	29.28036667	29.58143333	29.82323333	30.11126667	30.10936667
Q9V817;Q9V818	27.3871	26.7961	26.43053333	25.85636667	25.95156667	27.60536667	27.40686667	27.29973333	25.9171
Q9V853	27.32716667	27.5454	27.09366667	27.9868	27.01526667	27.5722	27.53403333	26.97623333	26.87073333
Q9V877	28.64103333	28.26863333	28.092	28.19646667	28.7557	28.37543333	28.54683333	28.53986667	27.94773333
Q9V895	24.2761	23.9916	23.97616667	23.75953333	23.6692	24.43616667	24.82106667	23.84463333	25.25626667
Q9V8K2	28.63563333	29.07296667	29.40086667	29.22503333	25.2742	25.63083333	29.22623333	27.58886667	25.8456
Q9V8M5	24.01486667	24.07483333	24.12633333	23.40923333	23.79036667	24.18106667	23.87046667	25.11346667	24.8166
Q9V8R9	28.4515	29.30776667	29.36283333	29.1744	30.04903333	30.11213333	30.21406667	28.87913333	28.63393333
Q9V9A7	25.46146667	25.88823333	26.68806667	25.2528	26.90576667	26.71226667	25.99973333	27.16696667	26.81366667
Q9V9J3	30.90476667	30.0548	30.04003333	29.86996667	28.81993333	30.94336667	30.30696667	29.461	28.90563333
Q9V9K7	29.8671	29.71996667	29.7354	29.53993333	29.79673333	29.644	30.1012	30.16086667	30.39826667
Q9V9M7	32.75223333	32.73166667	33.45233333	32.79036667	33.08483333	33.03526667	32.7505	33.1817	33.6537
Q9V9Q2	26.14503333	24.33126667	24.57233333	26.26163333	25.86103333	26.2624	24.84823333	23.46286667	24.92326667
Q9V9Q4	27.4441	26.82166667	26.98783333	26.7858	26.91953333	27.9965	27.1274	27.02003333	26.14966667
Q9V9R1	25.8485	26.0119	25.5663	25.8121	25.9267	26.02806667	25.998	25.7782	25.97103333
Q9V9R2	24.17333333	25.19	25.5557	23.89506667	23.78856667	25.2689	25.80986667	25.81633333	24.86766667
Q9V9S8	24.84416667	24.03823333	24.447	24.26206667	23.66923333	24.58676667	24.9966	26.26326667	25.90253333
Q9V9T4	29.08356667	28.4405	29.0815	28.824	28.97596667	29.2343	29.08656667	29.61736667	29.58553333
Q9V9T5	26.5226	27.03153333	27.5334	26.306	27.6693	27.76663333	26.76146667	28.01403333	27.34333333
Q9V9U3	30.6629	30.98836667	29.3329	30.8143	28.86343333	30.70346667	30.95816667	31.3048	30.87413333
Q9V9U7	24.74463333	24.7476	25.05466667	23.91826667	23.99373333	25.38226667	24.78433333	24.35376667	24.26013333
Q9V9U9	23.86433333	24.04056667	25.68843333	23.58513333	23.74003333	23.7446	24.488	24.25573333	23.84733333
Q9V9V0	28.52296667	28.24423333	28.8495	28.24866667	28.97776667	28.74563333	28.62143333	28.77906667	28.7737
Q9V9W3	33.21313333	32.83416667	34.3003	32.9235	33.7209	33.55093333	32.9773	33.7501	34.05506667
Q9V9X4	25.6531	24.2661	24.22803333	23.4023	23.05566667	26.2287	24.31806667	24.38343333	24.39996667
Q9V9Z6	27.69833333	27.7054	28.18643333	23.8404	23.66863333	23.75723333	24.484	24.04106667	24.29626667
Q9V9Z8	26.40953333	26.0281	25.09056667	25.22853333	23.28416667	25.41363333	26.615	27.5516	27.31356667
Q9V9Z9	29.89486667	29.5938	31.03883333	30.06213333	29.99936667	29.94336667	29.97846667	30.42496667	30.58226667
Q9VA18	23.59963333	24.13966667	23.77626667	24.7259	23.9919	23.74086667	25.57773333	23.98476667	23.9941
Q9VA38	23.85523333	25.4941	24.0006	23.39883333	24.38086667	24.1863	25.21476667	25.1295	25.30836667
Q9VA69	30.0065	29.50293333	30.83916667	30.0947	30.34646667	30.65403333	30.1739	31.06206667	30.5132
Q9VA70	25.62073333	25.09336667	24.48793333	25.2144	24.16433333	25.81663333	24.16146667	24.7194	24.01886667
Q9VA73	30.71096667	30.42646667	31.03183333	30.47633333	30.39163333	30.5976	30.4191	31.00716667	31.2568
Q9VA81	32.48536667	31.34173333	32.53876667	31.30896667	32.2672	32.57383333	32.77456667	32.77103333	32.14863333
Q9VA91	33.49426667	33.49403333	33.93383333	33.38556667	33.67866667	33.3583	33.13156667	33.2691	33.4871
Q9VA92	24.76563333	24.62353333	24.34743333	24.5461	24.32156667	25.53903333	24.66556667	26.65103333	26.86346667
Q9VAA6	27.1345	27.081	26.6755	26.6645	26.4317	26.95376667	27.11523333	27.6458	27.88046667
Q9VAA9	27.2103	26.71373333	26.96266667	26.9698	27.02373333	26.86173333	27.46353333	27.16933333	27.21803333
Q9VAB8	27.02066667	26.0117	23.55846667	26.57913333	24.4036	25.62936667	26.26496667	26.835	26.3677
Q9VAC1	24.7767	24.51286667	24.9948	24.49933333	24.17123333	25.957	25.2159	25.3591	25.29803333
Q9VAC4	26.55603333	26.5671	26.53136667	26.5884	25.78393333	27.52053333	27.5042	28.08323333	27.71606667
Q9VAC7	26.04816667	26.7128	26.0414	26.57153333	25.9519	25.45886667	25.95956667	25.45306667	25.23226667
Q9VAC9	27.89113333	26.99556667	27.5878	27.85176667	26.52856667	27.06253333	27.97716667	27.5309	27.38293333
Q9VAD4	27.12796667	27.1001	27.31783333	27.0455	27.17293333	27.04943333	27.3704	26.91993333	26.7976
Q9VAF3	26.15876667	26.67386667	27.33216667	26.59893333	25.82283333	26.85866667	26.15386667	26.94836667	27.00633333
Q9VAH7	25.80386667	24.70316667	25.51123333	24.88883333	24.87633333	25.7364	25.11726667	25.35776667	25.11563333
Q9VAH9	24.19233333	25.09353333	25.1246	24.99753333	23.40853333	25.18353333	24.61563333	23.71026667	24.4177
Q9VAI0	24.0957	24.0473	26.31463333	23.7703	25.472	23.79053333	25.2137	24.04916667	26.84263333
Q9VAI4	26.243	26.6202	26.47053333	26.78593333	26.32386667	26.8843	26.51423333	26.2712	26.60596667
Q9VAJ1	28.52196667	28.83386667	28.76526667	29.04633333	28.60623333	28.5756	28.52153333	28.37303333	28.55386667
Q9VAJ2	29.99556667	30.448	29.7609	30.4951	29.73176667	30.1417	29.88396667	30.08696667	29.78676667
Q9VAJ9	29.9012	29.7474	30.38243333	29.68526667	29.69583333	30.15076667	29.7513	29.76686667	30.08
Q9VAL7	29.65283333	29.05686667	29.1063	29.22233333	29.0693	29.9575	29.50263333	29.73043333	29.5479
Q9VAM5	33.42526667	34.12813333	33.2965	35.11856667	33.9845	33.9527	25.56233333	24.5018	24.3848
Q9VAM6	29.1874	29.92463333	29.1462	29.03596667	28.5986	28.80186667	29.91483333	29.84103333	30.1405
Q9VAN6	23.95316667	24.1174	24.46396667	24.13106667	23.9579	25.13316667	25.3046	26.09103333	26.00266667
Q9VAN7	27.58353333	26.986	27.0986	26.5652	26.03663333	27.7197	27.5024	27.20623333	25.90576667
Q9VAQ5	30.13973333	30.35456667	30.1979	30.2751	29.84983333	29.855	30.16286667	30.89706667	30.7287
Q9VAQ7	26.95163333	27.44476667	24.2673	27.23496667	26.1517	26.91216667	27.68186667	27.6455	27.84083333
Q9VAS8	25.2131	25.9304	26.37866667	25.97016667	25.97846667	26.1234	26.43646667	26.19983333	25.7322
Q9VAS9	28.5567	29.04746667	28.26713333	28.58363333	27.76076667	28.1773	28.25596667	28.31283333	28.65323333
Q9VAU5	27.6952	28.37903333	27.89523333	28.12476667	28.7341	28.45933333	28.85753333	28.80936667	28.49313333
Q9VAW1	31.4733	31.65323333	31.84476667	31.2049	31.67806667	30.72873333	31.6933	31.87143333	32.07743333
Q9VAW3	29.1292	27.64796667	29.30873333	27.89516667	28.62153333	28.9964	28.5794	28.44846667	27.94993333
Q9VAW5	32.42786667	32.6853	32.0146	32.63703333	32.33353333	32.60243333	32.6162	32.82933333	33.1503
Q9VAX8	30.1954	30.58173333	29.90113333	30.65013333	30.0519	29.79796667	30.46236667	29.85536667	30.03943333
Q9VAX9	24.20526667	24.1564	24.41586667	23.49333333	23.8773	24.03843333	24.95256667	25.07256667	24.35486667
Q9VAY2	30.89773333	29.84336667	30.76536667	29.96856667	31.1476	31.42866667	30.99383333	31.3545	30.7836
Q9VAY3	29.3893	29.56513333	29.9069	29.27516667	29.48406667	29.31326667	29.4606	29.312	29.76233333
Q9VAY6	27.5361	28.0405	27.11973333	27.9417	27.23803333	27.27866667	27.8516	27.60253333	27.6222
Q9VAY7	23.74063333	26.1629	23.41183333	25.95976667	23.891	26.14033333	26.50606667	26.1644	25.9107
Q9VAY8	25.14583333	23.95443333	25.10506667	23.91596667	23.83086667	24.9504	24.72406667	25.00103333	24.7947
Q9VAY9	29.25556667	29.19943333	29.31046667	29.28686667	29.18133333	29.10086667	29.2866	29.61263333	29.6501
Q9VB02	24.2925	24.79353333	26.91923333	23.98023333	26.6441	23.7547	25.6515	24.4633	27.82293333
Q9VB05	28.68943333	28.4903	28.6337	27.8387	26.50373333	28.58463333	28.4357	28.06473333	26.6735
Q9VB08	27.47926667	27.8124	26.88656667	27.58773333	26.6537	27.22436667	27.1718	27.1314	27.22123333
Q9VB10	28.0358	28.6048	31.50533333	28.71046667	30.75043333	28.22763333	30.0488	29.3738	32.00436667
Q9VB22	28.54553333	28.0673	27.43313333	27.23863333	26.77433333	27.95313333	28.36813333	27.70653333	27.4059
Q9VB23	24.07966667	24.4258	24.73033333	24.2405	23.87343333	24.7816	24.61363333	23.9492	23.89856667
Q9VB25	24.49236667	24.30136667	24.798	24.1671	24.62346667	24.55176667	24.2978	24.06453333	23.96093333
Q9VB46	27.1512	26.80293333	27.2241	26.5484	26.87533333	28.15986667	27.2722	27.68113333	26.9393
Q9VB52	28.98143333	29.0533	28.1624	28.89163333	27.70856667	28.80166667	28.93376667	29.0568	28.86893333
Q9VB74	29.0146	29.5963	29.52836667	29.22473333	29.38376667	29.0717	29.66236667	30.03556667	30.3276
Q9VB78	26.81523333	27.4239	28.2526	26.8706	24.6324	28.87313333	27.81966667	26.5914	24.60226667
Q9VB98	23.71966667	23.9342	24.0521	24.6527	24.94206667	25.2305	23.89036667	23.9979	23.46186667
Q9VB99	23.67206667	24.0547	24.548	23.54586667	23.5827	24.5954	24.9121	24.90733333	24.21256667
Q9VBE5	25.75396667	25.58873333	24.9186	25.3467	24.3823	25.5629	25.66053333	24.87476667	24.2736
Q9VBH8	32.11453333	31.1273	32.95423333	31.50623333	32.56186667	32.2922	31.918	32.12226667	32.70736667
Q9VBI2	26.4098	26.206	26.4634	25.61276667	25.56803333	26.6496	26.56796667	26.1503	24.9016
Q9VBI3	28.10056667	28.4701	28.29446667	27.0049	27.35443333	28.4577	29.3729	27.6366	27.46623333
Q9VBK9	27.0815	27.6809	27.1048	27.7832	27.1299	27.22643333	27.45576667	27.91856667	27.8742
Q9VBN5	32.843	32.10226667	33.63866667	32.36853333	33.34783333	33.05196667	32.72223333	33.01256667	33.28463333
Q9VBP5	24.7604	25.73166667	24.3811	25.58463333	24.07136667	24.07743333	25.42056667	25.54416667	25.48716667
Q9VBQ7	25.0638	25.5523	25.22896667	25.90323333	25.55666667	25.51136667	25.16733333	25.39123333	25.40786667
Q9VBU5	27.16656667	26.4863	26.66483333	27.0776	27.1212	27.49823333	27.42786667	27.76666667	27.50733333
Q9VBU8	29.56303333	29.47033333	29.67523333	29.67323333	29.6846	29.7313	29.62203333	30.07346667	29.8396
Q9VBU9	32.42796667	32.63966667	33.21146667	32.52923333	32.96973333	32.45883333	32.35793333	32.47556667	32.96783333
Q9VBV5	25.25043333	26.3149	23.98473333	26.34596667	25.56613333	25.60426667	25.6076	24.49296667	25.10896667
Q9VBV8	28.9738	29.3737	29.4354	29.12893333	29.1738	28.93256667	29.1278	29.66106667	29.7813
Q9VBX1	28.05616667	28.78533333	28.82823333	29.15446667	29.08366667	29.16233333	29.16353333	29.13656667	29.5179
Q9VBX2	25.44943333	25.0003	23.976	26.086	25.6713	25.3297	24.63433333	24.5902	25.42713333
Q9VBX3	30.4433	30.43926667	29.64523333	30.2016	29.59806667	30.2374	30.13023333	29.49623333	29.86336667
Q9VBX4	24.75873333	24.75956667	24.34576667	24.72586667	24.1924	24.6324	24.67493333	25.10233333	24.81326667
Q9VBX8	27.89926667	27.1862	27.5531	27.11973333	26.30233333	27.97916667	27.60116667	27.2965	25.92796667
Q9VBY2	28.6727	28.2842	28.90526667	28.7496	28.80716667	28.63806667	29.0854	28.94866667	29.17433333
Q9VBZ5	28.7433	28.92063333	27.8735	28.57186667	27.9858	28.6987	28.70843333	28.90433333	28.97856667
Q9VBZ8	26.4159	25.81186667	26.4795	25.91613333	26.03633333	26.36323333	26.06523333	26.50686667	26.12456667
Q9VC06	26.5344	26.0308	26.7593	26.5792	26.86613333	26.6688	26.6229	27.01343333	27.32036667
Q9VC08	31.4772	31.83393333	29.92406667	31.51903333	30.03856667	30.45766667	30.86123333	30.35166667	30.59923333
Q9VC10	27.71623333	27.5774	27.58053333	27.5899	27.5932	27.9976	27.48983333	28.07536667	27.64753333
Q9VC18	24.83776667	24.6676	24.44666667	24.40833333	24.15363333	25.63766667	24.67716667	23.9516	24.1859
Q9VC28	26.9143	26.69803333	27.57196667	26.9088	26.7567	27.24063333	27.19426667	28.09516667	28.16586667
Q9VC36	31.66186667	32.08216667	31.10343333	31.99106667	31.20566667	31.3445	31.62163333	31.55283333	31.55823333
Q9VC40	25.12053333	24.7652	23.42003333	24.655	25.42406667	24.24003333	24.26573333	25.55073333	25.96246667
Q9VC45	29.78343333	29.44553333	29.48393333	29.4529	29.79193333	28.94263333	29.29616667	29.27733333	29.08686667
Q9VC49	27.02156667	25.18663333	27.1722	26.4346	27.0123	27.08693333	27.05006667	26.27063333	24.08876667
Q9VC52	24.156	24.33963333	24.03556667	23.8896	23.84716667	24.2187	25.05336667	25.5021	24.6455
Q9VC54	28.02836667	28.29683333	27.6235	27.85173333	28.09986667	28.23983333	28.36366667	28.72823333	28.57516667
Q9VC57	27.54013333	25.95603333	26.5018	26.0384	26.52246667	27.72623333	26.43113333	27.9335	27.69443333
Q9VC58	23.70726667	23.6651	23.20273333	23.7087	25.01576667	23.89143333	24.2157	23.7163	25.12286667
Q9VC60	28.2618	28.8996	28.25606667	28.35626667	28.53706667	28.0322	28.5057	28.54053333	28.50676667
Q9VC61	27.75483333	27.73716667	27.91296667	26.68613333	26.02316667	26.3509	26.46576667	26.36646667	25.3855
Q9VC63	27.33373333	27.29756667	27.0803	26.8303	25.99943333	27.5618	27.27333333	27.1181	25.6835
Q9VC64	25.92126667	26.216	23.64236667	26.21046667	23.62303333	24.9001	24.6847	24.145	24.6901
Q9VC87	24.05953333	24.40663333	25.14746667	24.5703	26.34426667	25.05943333	24.85276667	26.31693333	27.05
Q9VC93	28.23556667	28.78346667	28.72856667	28.661	29.15436667	28.62043333	28.9628	29.25223333	29.25043333
Q9VC94	32.1154	31.22883333	32.0803	31.72126667	31.95383333	31.9241	31.83783333	32.43063333	32.29726667
